,Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
173886,4 18 Harrington Gardens Kensington and Chelsea London SW7 4LH United Kingdom,1444,1/28/2016,7.8,Millennium Gloucester Hotel London, Indonesia , Pricey,2,5726, Location is just 20 meter from underground,8,1,6.7,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",553 day,51.4935083,-0.1834346
50830,141 rue St Honor 1st arr 75001 Paris France,97,8/1/2016,8.1,Best Western Premier Louvre Saint Honor , United Kingdom ,No Negative,0,923, Great location with boutique Paris everything on rue St Honore,11,17,9.6,"[' Business trip ', ' Solo traveler ', ' Classic Room ', ' Stayed 1 night ']",367 day,48.861711,2.340674
50042,140 Gloucester Road Kensington and Chelsea London SW7 4QH United Kingdom,528,8/25/2015,8.7,The Bailey s Hotel London, United Kingdom , bed had crumbs in from previous occupier and had big dint in mattress in middle when you lay on it For upgrade to luxury not worth the 30 pounds ,31,2485, Beautiful hotel great location Staff were excellent really excellent Great food Quiet Cosy ,15,1,9.2,"[' Leisure trip ', ' Family with older children ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",709 day,51.4938733,-0.1824963
462597,Stephansplatz 12 01 Innere Stadt 1010 Vienna Austria,81,7/13/2016,9.0,DO CO Hotel Vienna, United Kingdom , Air conditioning not cool engough for staff we could clearly see they were to hot visitors in reception area in bar on hot days with the amount of glass it was 34 out side expected to be much cooler in these Areas for the money we paid ,49,720, Restaurant meal excellent Room air conditioning,7,1,8.8,"[' Leisure trip ', ' Couple ', ' Double Room with City View ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",386 day,48.2082385,16.3715725
283850,Belgrove Street Camden London WC1H 8AB United Kingdom,392,7/19/2016,8.8,Megaro Hotel, Australia , Very limited menu at Karpo restaurant Front reception area very dark ,13,1803, Our room was spacious bed extremely comfortable air conditioning wonderful bathroom very clean and spacious also Proximity to St Pancras was an absolute bonus ,26,25,8.8,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",380 day,51.5294411,-0.1233745
201054,5 Olympic Way Wembley Brent London HA9 0NP United Kingdom,832,10/4/2015,8.9,Novotel London Wembley, United Kingdom , Not applicable,3,2924, Ideal location for my needs,6,18,10.0,"[' Business trip ', ' Solo traveler ', ' Superior Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",669 day,51.5611271,-0.2787261
23403,100 110 Euston Road Camden London NW1 2AJ United Kingdom,728,12/22/2015,8.9,Pullman London St Pancras, United Kingdom ,No Negative,0,3168, We like everything about this hotel Location facilities rooms Breakfast is very good with a wide range of hot and cold food Gym is well equipped with sauna Staff are very friendly and helpful It ticks all the box s for us ,44,19,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 2 nights ']",590 day,51.5286766,-0.1283489
399094,Passeig de Colom 9 Ciutat Vella 08002 Barcelona Spain,102,8/23/2016,9.6,Hotel The Serras, Australia ,No Negative,0,604, Great location Restaurant serves exceptional food Amazing rooftop bar and space,12,10,9.6,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 3 nights ']",345 day,41.3801815,2.180688
240017,7 rue du G n ral de Larminat 15th arr 75015 Paris France,103,9/29/2016,8.8,Hotel Ares Eiffel, United Kingdom , Breakfast very poor particularly given the price While nice no real wow factor e g bedroom quite small ,20,667, Very stylish attentive staff and huge bathroom Location fab ,11,9,8.8,"[' Leisure trip ', ' Family with older children ', ' Executive Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",308 day,48.8503276,2.2982022
353914,K rntner Stra e 32 34 01 Innere Stadt 1010 Vienna Austria,228,9/22/2015,8.5,Austria Trend Hotel Astoria Wien, Ireland ,No Negative,0,2279, The gracious old world charm and style of the building s interior I would love to know more of the history of the building ,26,3,8.8,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 3 nights ']",681 day,48.2044655,16.3702399
351744,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,333,9/17/2015,8.3,Fleming s Selection Hotel Wien City, Canada , 1 Staff at the front desk could be much friendlier and not that snobbish Got a feeling that it was not they who were serving guests but guests serving them Behaviour is always reserved Not a smile on their face 2 Price could be a bit lower Rip off frankly speaking ,53,3672, 1 Clean As usual Austrians give attention to detail 2 Excellent breakfast Good selection of food 3 Great location Near Parliament building and within five minutes of outdoor shopping quarter ,32,17,7.9,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",686 day,,
150540,33 37 Hogarth Road Kensington and Chelsea London SW5 0QQ United Kingdom,989,6/30/2016,8.4,Park Grand London Kensington, United Kingdom ,No Negative,0,4660, Good location,3,4,7.5,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",399 day,51.4938468,-0.1917582
356463,Keizersgracht 164 Amsterdam City Center 1015 CZ Amsterdam Netherlands,197,8/26/2015,9.4,The Toren, Ireland ,No Negative,0,948, All the team are very lovely The room is not so big but I didn t see any problem because it is very comfortable Perfect place to stay ,30,22,9.6,"[' Leisure trip ', ' Family with older children ', ' Small Double Room Annex building ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",708 day,52.3758754,4.8859642
390801,One Eastern Gateway Royal Victoria Dock Newham London E16 1FR United Kingdom,694,5/10/2016,8.7,Aloft London Excel, United Kingdom , We had to wait an hour and a half before we could get in our room,17,2332, The shoes was great,5,1,10.0,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",450 day,51.5083719,0.0355768
333538,Great Cumberland Place Westminster Borough London W1H 7DL United Kingdom,1190,11/2/2015,7.5,The Cumberland A Guoman Hotel, Brazil , As a very big hotel sometimes it is overwhelming to get restored the room card access or other services from the front desk,24,5180, I did enjoy the location and availability of the staff,11,2,7.9,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']",640 day,51.514879,-0.1606501
387921,Nieuwezijdskolk 19 Amsterdam City Center 1012 PV Amsterdam Netherlands,538,9/11/2015,8.2,Inntel Hotels Amsterdam Centre, United States of America , Size of room bathroom mattress was very soft Not worth the money at all ,16,3342, Location to centraal station was great ,8,1,5.8,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",692 day,52.3760456,4.8943917
152351,33 Rue Dauphine 6th arr 75006 Paris France,211,1/24/2017,9.4,H tel D Aubusson, United Kingdom , small bathroom,3,941, great location and ambience,5,10,8.8,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']",191 day,48.8547329,2.3395277
380089,Molenwerf 1 1014 AG Amsterdam Netherlands,914,8/15/2016,8.5,Golden Tulip Amsterdam West, United Kingdom ,No Negative,0,7586, Everything about this hotel is fantastic from checking in the room facilities location food Would strongly recommend this for a slightly out of town location only 15 minutes on the tram but good location for the station so you can get around more of The Netherlands e g Haarlem is only 10 minutes away by train ,58,1,10.0,"[' Leisure trip ', ' Couple ', ' Large Comfort Double or Twin Room ', ' Stayed 5 nights ']",353 day,52.385601,4.8470597
366059,Landstra er Hauptstra e 155 03 Landstra e 1030 Vienna Austria,272,11/4/2016,8.4,BEST WESTERN PLUS Amedia Wien, Colombia ,No Negative,0,3224, Comfort and value for money,6,25,9.6,"[' Leisure trip ', ' Group ', ' Comfort Triple Room ', ' Stayed 1 night ']",272 day,48.1923791,16.3994512
103179,202 rue de Rivoli 1st arr 75001 Paris France,297,10/30/2015,8.0,Saint James Albany Paris Hotel Spa, Germany ,No Negative,0,2868, Location style comfort ,5,2,9.6,"[' Leisure trip ', ' Couple ', ' Standard Room with Spa access ', ' Stayed 1 night ', ' Submitted from a mobile device ']",643 day,48.8642689,2.3308179
16612,1 Waterview Drive Greenwich London SE10 0TW United Kingdom,1258,12/2/2016,9.4,Intercontinental London The O2, United Kingdom , No valet parking,4,4204, everything is good except no valet parking ,9,2,8.3,"[' Business trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 3 nights ']",244 day,51.5024348,-0.0002497
471640,Via Baracchini 12 Milan City Center 20123 Milan Italy,311,7/20/2017,8.3,Brunelleschi Hotel, Switzerland , The hotel,3,3720, Near the downtovn,4,6,3.8,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",14 days,45.461177,9.191047
110727,22 Portman Square Westminster Borough London W1H 7BG United Kingdom,597,5/24/2016,7.9,Radisson Blu Portman Hotel London, Norway ,No Negative,0,2308, Very good service and always smiling staff ,9,6,9.2,"[' Couple ', ' Superior Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",436 day,51.5161911,-0.1579487
20472,10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,7/8/2017,9.4,Covent Garden Hotel, New Zealand , There is nothing not to like about this place ,11,158, Lovely lounge and bar to escape the city for some relax time if needed Also best coffee in London just over the road from the hotel ,28,2,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Junior Suite ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",26 days,51.5145986,-0.1270336
354601,Karl Popper Stra e 22 10 Favoriten 1100 Vienna Austria,174,4/21/2016,8.8,Hotel Schani Wien, Italy , They asked me an extra charge 30 euros for entering in advance in the room the first morning This never happened to me usually the hotels allow the entrance as soon as the room has been cleaned The breakfast is really good but too expensive When I went to the check out they told me that my credit card had already been charged I did not allowed them to use my credit card I gave the card number to Booking only in case of no show but never allow them to any other payment I was ready to pay with cash I think they should ask at the check in which payment method the guest prefers ,118,2464, Great and clean room modern forniture Staff was really kind and helpful also if I disagree with the hotel payment rules ,23,5,9.2,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ']",469 day,48.1824271,16.3808291
322009,Excel 2 Festoon Way Royal Victoria Dock Newham London E16 1RH United Kingdom,853,7/4/2017,8.4,DoubleTree By Hilton London Excel, United Arab Emirates ,No Negative,0,2726, Everything,2,1,10.0,"[' Leisure trip ', ' Family with young children ', ' Queen Guest Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",30 days,51.507377,0.038657
393168,Oude Haagseweg 20 Slotervaart 1066 BW Amsterdam Netherlands,215,10/12/2015,7.8,Mercure Hotel Amsterdam West, Turkey , Breakfast is extremely expensive so is other extra services There should be free reservation cancellation option available to prevent chaotic situations ,23,1945, The hotel is really comfortable The view and the park nearby is very nice Location is not very advantageable if you are interested in the central but transportation and shuttle service is adequate ,35,4,7.9,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 1 night ']",661 day,52.3375677,4.8178172
312852,Dels Lledo 7 Ciutat Vella 08003 Barcelona Spain,67,5/26/2016,9.5,Mercer Hotel Barcelona, United Kingdom , Lack or organisation from staff and some who need training especially for a 5 hotel which I believe is overrated for what you get for the price breakfast is a mess and confusing with an abundance of chocolate and lack of choice to what breakfast should be very strange and very very expensive for what you get Service generally very slow and staff forgetful of orders 16 for 2 small glasses of orange juice for breakfast the hotel needs to make many changes to hold its 5 status I wouldn t go back However the cleanliness is outstanding and some staff are really nice Need to turn down the air fresheners in the hotel as its so overpowering it makes you want to run to your room to escape the potent stench ,134,362,No Positive,0,3,7.1,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",434 day,41.3827,2.1791999
330259,Gran Via 605 Eixample 08007 Barcelona Spain,343,5/26/2016,8.4,Avenida Palace, United Kingdom , Certainly not a complaint but although buffet style breakfast is absolutely fine it would be a mistake not to venture out for the alternatives that are all so close by ,32,3222, Ideal location so you can soon get your bearings very friendly helpful staff Room was recently decorated spotless Very helpful friendly staff especially in Roof area which is very nice I will definitely stay there again ,38,1,9.2,"[' Leisure trip ', ' Couple ', ' Double Room 1 2 Adults ', ' Stayed 6 nights ']",434 day,41.3891168,2.1671986
515731,Wurzbachgasse 21 15 Rudolfsheim F nfhaus 1150 Vienna Austria,168,9/7/2015,8.1,Atlantis Hotel Vienna, Germany , No parking Public parking garage is 15 Euro per day ,12,2823, Good breakfast,3,1,7.5,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",696 day,48.2037451,16.3356767
201857,5 rue de Ponthieu 8th arr 75008 Paris France,63,2/21/2017,7.7,Best Western Plus Elys e Secret, Poland , Cleanliness outfit ,4,646, Great location very helpful staff,6,4,6.7,"[' Business trip ', ' Solo traveler ', ' Secret Double Room ', ' Stayed 1 night ']",163 day,48.8701247,2.311141
41893,128 King Henry s Road Camden London NW3 3ST United Kingdom,397,7/17/2017,8.3,London Marriott Hotel Regents Park, South Africa , The breakfast facilities could be upgraded more variety of foods and perhaps a self help coffee tea station as service was quite slow due to to few waitresses ,30,1640, Lovely Hotel very clean and organised Wonderful helpful staff members Great location ,14,4,10.0,"[' Leisure trip ', ' Family with young children ', ' Deluxe with Two Double Beds ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",17 days,51.5421476,-0.1703073
58878,151 157 City Road Shoreditch Islington London EC1V 1JS United Kingdom,1471,2/5/2017,9.1,M by Montcalm Shoreditch London Tech City, United Kingdom ,No Negative,0,4802, As it was my girlfriends birthday they provided us with a free glass of champagne and a free breakfast each A nice touch to a pleasant stay ,29,3,9.6,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double ', ' Stayed 1 night ', ' Submitted from a mobile device ']",179 day,51.5278465,-0.0889473
336381,Habsburgergasse 5 01 Innere Stadt 1010 Vienna Austria,65,2/24/2017,8.1,Pertschy Palais Hotel, United Kingdom , for unexpected reason i had to leave the hotel before my original checked out day i spoke to the guy at the reception and asked him to check out and refund the money and he said that he can not i just did not understand that why i could not refund my money back,55,1225, i was happy with services of the two ladies at the reception,13,6,5.0,"[' Business trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 3 nights ']",160 day,48.2082256,16.3684123
317542,Empire Way Wembley Brent London HA9 8DS United Kingdom,1005,6/20/2017,8.3,Holiday Inn London Wembley, United Kingdom ,No Negative,0,3469, Ideally situated for Wembley Stadium and Arena Staff were very attentive ,13,1,9.6,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 2 nights ']",44 days,51.5590955,-0.284704
299336,Chassestraat 62 64 De Baarsjes 1057 JJ Amsterdam Netherlands,57,4/30/2017,8.9,Chasse Hotel, United Kingdom , Waiting for the restaurant to open No mini bar in the rooms,13,404, Size of the rooms big beds,7,2,8.8,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",95 days,52.3696719,4.8614475
222086,6 Waterloo Place Westminster Borough London SW1Y 4AN United Kingdom,240,10/19/2016,9.2,Sofitel London St James, Australia ,No Negative,0,1284, Friendly staff nice room,5,2,7.5,"[' Business trip ', ' Solo traveler ', ' Superior Queen Room ', ' Stayed 2 nights ']",288 day,51.5076044,-0.132266
151499,33 Beaufort Gardens Kensington and Chelsea London SW3 1PP United Kingdom,124,7/16/2017,8.8,The Beaufort, United Kingdom , Piano music in the reception ,7,510, Friendly helpful staff Lovely breakfast brought to our room Complementary coffee scones in the afternoon Great quite location,19,7,10.0,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",18 days,51.4978466,-0.164156
152244,33 Rue Dauphine 6th arr 75006 Paris France,211,8/26/2016,9.4,H tel D Aubusson, Philippines , When we were there the courtyard was being repainted and I really wanted to eat our breakfast there But not a deal breaker at all ,27,941, The staff were very friendly Upon check in they gave us a tour of all the facilities and into our room Upon reaching our room we were told they gave us a upgrade which we were very happy about There was a champagne waiting for us and the nightly chocolates which were yum The facilities though not as elaborate as a big hotel we were still very happy about because everything was just too pretty The beds were comfortable too and room was spacious considering you are in Paris where almost all hotel rooms are small Location is perfect too lots of cafes around so when we want to have breakfast elsewhere there are lots of options The hotel is very near Pont Neuf too and is just walking distance from Notre Dame Cathedral ,136,3,9.6,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 4 nights ']",342 day,48.8547329,2.3395277
190389,44 Grosvenor Square Westminster Borough London W1K 2HP United Kingdom,806,6/22/2017,7.8,Millennium Hotel London Mayfair, United Kingdom , The hot breakfast could have been warmer,8,3117, I have stayed at the hotel before so I knew what to expect what I didn t expect was a lovely upgrade to a Club Room as I was there with my husband to celebrate my birthday This was a wonderfully spacious room with a seating area and plenty wardrobe space The bathroom was well stocked with fluffy towels and toiletries The location of the hotel is fabulous and this is one of the reasons we stay there With Regent Oxford Street just on the door step it s wonderful to stroll through the gardens and be at Selfridges Turn right when you go out the front door and this takes you down to regent Street We didn t eat at the hotel but enjoyed a few cocktails there Expensive but it is London The breakfast was plentiful but not warm enough My scrambles eggs were well made but cold so I left them The cold buffet was lovely though with lots of cereal crossiants etc Request toast and it comes freshly made The reception staff were very friendly and efficient and although we arrived before the actual check in time our room was ready I d highly recommend this hotel and already planning another stay,207,8,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']",42 days,51.510574,-0.1509951
55879,15 Seymour Street Westminster Borough London W1H 7JW United Kingdom,256,11/5/2015,8.2,The Leonard Hotel, Australia , Bed was a bit lumpy not as comfortable as I would have liked ,15,1330, Great staff very helpful when car that was booked didn t arrive Quickly found a replacement To get me to the airport Great spot to stay if you want to explore Oxford Street and Hyde Park area ,39,11,8.3,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",637 day,51.5147071,-0.1578291
336493,Habsburgergasse 5 01 Innere Stadt 1010 Vienna Austria,65,8/20/2015,8.1,Pertschy Palais Hotel, United States of America , No air condition on loud street towards front so could not keep windows open wifi did not work in our room even with extender given no safe in room nobody assisted with luggage extra bed for family room was hard couch with sheet over it,46,1225, Good location breakfast price historical quaint decor,8,6,7.9,"[' Leisure trip ', ' Family with older children ', ' Family Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",714 day,48.2082256,16.3684123
112269,225 Edgware Road Westminster Borough London W2 1JU United Kingdom,1485,12/22/2016,7.5,Hilton London Metropole, United Kingdom , You have to pay 30 pounds for each day you re staying on top of the original fee They say it ll take up to 7 business days for this to be returned to my account but we ll see about that They add sneaky charges onto your account 15 pounds here 15 pounds there and hope you don t notice and then they claim it s a mistake ,71,6977,No Positive,0,1,5.0,"[' Leisure trip ', ' Couple ', ' King Hilton Guest Room ', ' Stayed 3 nights ']",224 day,51.5195688,-0.170521
10104,1 Inverness Terrace Westminster Borough London W2 3JP United Kingdom,1274,12/26/2016,7.7,Grand Royale London Hyde Park, Greece , Room too small ,5,6539,No Positive,0,1,7.1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",220 day,51.5109945,-0.1863417
482459,Via Mecenate 121 20138 Milan Italy,105,8/9/2016,8.0,Novotel Milano Linate Aeroporto, Belgium ,No Negative,0,1607, Perfect stop over location with a lot of facilities like airport shuttle on demand swimming pool with extended equipped garden restaurant and bar with small dishes available room service free WiFi working perfectly professional and friendly helpful staff ,40,5,10.0,"[' Leisure trip ', ' Couple ', ' Superior Room with Double Bed and Sofa Bed ', ' Stayed 1 night ']",359 day,45.4481878,9.2570459
293017,Calle K s n Entrada principal Mercabarna Sants Montju c 08040 Barcelona Spain,258,3/30/2017,7.8,Hotel Best Western PLUS Alfa Aeropuerto, Brazil , We just stayed for one night there is nothing to complaint or dislike If you need markets cafeterias or shops around is a problem ,26,2521, The staff were very nice the hotel in general is great and new There is a bus station right in front of the hotel and is very near to the airport Ideally you take this hotel if you need to be in the airport in early or fast They have a shuttle from and to the airport which is very good and helpful Usually taxi charge you 20 euros when you go to hotels that are nearby the ariport they say it is a fixed price They also have a depo to put your luggage in case you need to check out but want to spend some time out before going to the airport ,116,8,9.6,"[' Leisure trip ', ' Couple ', ' Twin Room with Free Airport Shuttle Service from 5 00am to 00 30am ', ' Stayed 1 night ']",126 day,41.3283758,2.1129638
134176,3 Berkeley Street Westminster Borough London W1J 8NE United Kingdom,390,6/28/2016,8.0,Holiday Inn London Mayfair, United Kingdom ,No Negative,0,1894, Excellent location friendly staff good choice for breakfast Would stay again,12,3,9.6,"[' Leisure trip ', ' Group ', ' Room Selected at Check In ', ' Stayed 1 night ']",401 day,51.507746,-0.1422993
402115,Pau Claris 150 Eixample 08009 Barcelona Spain,154,9/16/2015,8.6,Claris Hotel Spa GL, Netherlands , it was one of the first design h tels and still very stylish but it is outdated now and lacks atmosphere now notably in the lobby Also the rooms are not very practicale now good working desk limited dressroom etc ,42,931, staff is very Professional And the rooftop bar and pool are fantastic,13,102,7.9,"[' Leisure trip ', ' Couple ', ' Duplex Room ', ' Stayed 5 nights ']",687 day,41.3944848,2.1651078
263214,97 Cromwell Road Kensington and Chelsea London SW7 4DN United Kingdom,854,3/19/2017,7.8,Holiday Inn London Kensington Forum, United Kingdom , Windy night the windows rattled ,7,3867, A great selection for breakfast the following morning ,10,1,6.7,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room Non Smoking ', ' Stayed 1 night ', ' Submitted from a mobile device ']",137 day,51.4942305,-0.1851141
515005,Wrights Lane Kensington and Chelsea London W8 5SP United Kingdom,1172,3/22/2016,7.8,Holiday Inn London Kensington, United Kingdom ,No Negative,0,5945, Staff were lovely and the hotel is in a nice area close to the museums I would definitely go back there ,23,1,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",499 day,51.499981,-0.1928791
59907,152 Cricklewood Broadway Cricklewood London NW2 3ED United Kingdom,512,6/3/2017,8.0,Clayton Crown Hotel London, United Kingdom , Booking collected money from my account 138 on 29 05 17 for 1 day and the hotel charge me 2 days stay In total I payed 3 days that not fair at all I need my money back Thanks,40,2491,No Positive,0,2,7.5,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double and Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",61 days,51.5561548,-0.2141824
219659,6 Holywell Lane Hackney London EC2A 3ET United Kingdom,500,6/16/2017,9.1,citizenM London Shoreditch, United Kingdom , Nothing,2,2113, Extra comfy bed and iPad control over the whole room amazing,12,7,9.6,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48 days,51.5241373,-0.0786983
56808,150 Bayswater Road Kensington and Chelsea London W2 4RT United Kingdom,459,12/7/2016,8.4,DoubleTree by Hilton London Hyde Park, United Kingdom ,No Negative,0,2405, comfortable bed friendly staff good breakfast very clean,9,2,9.6,"[' Leisure trip ', ' Family with young children ', ' Single Room ', ' Stayed 1 night ']",239 day,51.5100362,-0.190657
63231,16 Sumner Place Kensington and Chelsea London SW7 3EG United Kingdom,73,7/12/2017,9.1,Number Sixteen, Portugal , The bathroom was miniscule and the room wasn t much bigger It was a single in London though so I guess that s to be expected ,28,270, A unique boutique hotel with charm Everyone who worked there was fantastic always smiling and ready to help Room was very clean and the bathroom although small looked brand new Perfect spot on a quiet street very close to the underground ,43,4,9.6,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ']",22 days,51.4930905,-0.1755022
129525,28 av Corentin Cariou 19th arr 75019 Paris France,151,6/8/2016,7.6,Forest Hill Paris la Villette, India , Did not get the type of bed that I asked for No explanation for that as well Staff were confused during billing while checking out Over priced Breakfast Very small rooms ,33,2740, Location just above the Metro Cleanliness ,8,4,5.8,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ']",421 day,48.8969854,2.3852745
352355,Josep Pla 69 Sant Mart 08019 Barcelona Spain,228,8/7/2015,8.5,Vincci Bit, Romania , There were some mosquitos allready in the room when we entered Quite bothering ,15,2848, Nice room Safe underground parking for 13 euro day good location only 4 metro stations away from center ,20,42,9.2,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",727 day,41.4114188,2.211756
78620,181 Cromwell Road Kensington and Chelsea London SW5 0SF United Kingdom,275,8/2/2017,8.6,The Rockwell, United Kingdom , Standard double room was very small The bed was crammed against the wall and the shower cubical was tiny ,21,1470,No Positive,0,9,7.5,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1 days,51.4948059,-0.1926525
237010,7 Pepys Street City of London London EC3N 4AF United Kingdom,1936,3/16/2016,8.7,DoubleTree by Hilton Hotel London Tower of London, United Kingdom , Tiny complaint The lifts are temperamental ,8,7491, The rooms especially the bathroom were very clean very comfy beds and pillows and an excellent breakfast The rooftop bar was great too super London skyline views and a good atmosphere We were there on a Saturday evening ,40,10,9.2,"[' Leisure trip ', ' Family with older children ', ' Queen Room ', ' Stayed 1 night ']",505 day,51.5108412,-0.0780581
197639,5 Curzon St Westminster Borough London W1J 5HL United Kingdom,431,12/15/2016,7.9,Washington Mayfair Hotel, United Kingdom ,No Negative,0,1532, Good location and friendly staff,6,1,7.9,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",231 day,51.5060237,-0.151078
373215,Magdalenes 13 15 Ciutat Vella 08002 Barcelona Spain,116,12/12/2016,9.4,Catalonia Magdalenes, United Kingdom , Nothing really ,4,1108, Free buffet in the bar Stylish design ,9,3,9.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",234 day,41.3861283,2.1745291
382363,Moll de Barcelona WTC Ciutat Vella 08039 Barcelona Spain,666,10/2/2015,8.5,Eurostars Grand Marina Hotel GL, Saudi Arabia , Nothing,2,4559, Location,2,6,10.0,"[' Leisure trip ', ' Couple ', ' Premier Room with Balcony ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",671 day,41.371308,2.181698
184888,41 54 Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom,1299,12/14/2015,8.7,St James Court A Taj Hotel London, Australia ,No Negative,0,5394, Beautiful hotel world class and very close to Buckingham Palace ,12,14,10.0,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",598 day,51.4986732,-0.1376867
303522,Corso Di Porta Nuova 1 Milan City Center 20121 Milan Italy,84,10/8/2015,9.3,Palazzo Parigi Hotel Grand Spa Milano, United Kingdom ,No Negative,0,534, Friendly and helpful staff Clean rooms ,8,1,9.2,"[' Business trip ', ' Couple ', ' 2 rooms ', ' Stayed 1 night ']",665 day,45.473348,9.1910733
72460,173 Gloucester Place Westminster Borough London NW1 6DX United Kingdom,468,11/2/2016,7.7,Park Avenue Baker Street, Switzerland , I honestly have nothing negative to say I loved everything ,12,1913, The staff were very friendly My room was very clean and comfortable Breakfast was quite good and I have dietary restrictions but there were many options The location is perfect for walking to the shops or the parks I would definitely stay again ,45,1,10.0,"[' Leisure trip ', ' Solo traveler ', ' Club Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",274 day,51.5241452,-0.1609907
53740,15 16 Prince Of Wales Terrace Kensington and Chelsea London W8 5PQ United Kingdom,154,2/16/2016,8.2,Kensington House Hotel, Israel ,No Negative,0,689, Everything was great ,5,1,10.0,"[' Business trip ', ' Solo traveler ', ' Single Room with Shower ', ' Stayed 7 nights ']",534 day,51.5012329,-0.1859937
